"","time","well","row","col","value","condition"
"396","5.33333333333333","A12","A","12","509","D"
"397","5.33333333333333","B1","B","1","1849","E"
"398","5.33333333333333","B2","B","2","1830","E"
"399","5.33333333333333","B3","B","3","1832","E"
"400","5.33333333333333","B4","B","4","1290","F"
"401","5.33333333333333","B5","B","5","1266","F"
"402","5.33333333333333","B6","B","6","1335","F"
"403","5.33333333333333","B7","B","7","1001","G"
"404","5.33333333333333","B8","B","8","962","G"
"405","5.33333333333333","B9","B","9","941","G"
"406","5.33333333333333","B10","B","10","882","H"
"407","5.33333333333333","B11","B","11","878","H"
"408","5.33333333333333","B12","B","12","1029","H"
"409","5.66666666666667","A1","A","1","2150","A"
"410","5.66666666666667","A2","A","2","1919","A"
"411","5.66666666666667","A3","A","3","1984","A"
"412","5.66666666666667","A4","A","4","991","B"
"413","5.66666666666667","A5","A","5","965","B"
"414","5.66666666666667","A6","A","6","1002","B"
"415","5.66666666666667","A7","A","7","627","C"
"416","5.66666666666667","A8","A","8","611","C"
"417","5.66666666666667","A9","A","9","613","C"
"418","5.66666666666667","A10","A","10","517","D"
"419","5.66666666666667","A11","A","11","495","D"
"420","5.66666666666667","A12","A","12","524","D"
"421","5.66666666666667","B1","B","1","2029","E"
"422","5.66666666666667","B2","B","2","1968","E"
"423","5.66666666666667","B3","B","3","1914","E"
"424","5.66666666666667","B4","B","4","1384","F"
"425","5.66666666666667","B5","B","5","1348","F"
"426","5.66666666666667","B6","B","6","1421","F"
"427","5.66666666666667","B7","B","7","1004","G"
"428","5.66666666666667","B8","B","8","1004","G"
"429","5.66666666666667","B9","B","9","964","G"
"430","5.66666666666667","B10","B","10","888","H"
"431","5.66666666666667","B11","B","11","878","H"
"432","5.66666666666667","B12","B","12","1007","H"
"433","6","A1","A","1","2317","A"
"434","6","A2","A","2","2044","A"
"435","6","A3","A","3","2086","A"
"436","6","A4","A","4","1071","B"
"437","6","A5","A","5","1048","B"
"438","6","A6","A","6","1084","B"
"439","6","A7","A","7","645","C"
"440","6","A8","A","8","624","C"
"441","6","A9","A","9","621","C"
